item_id,From,Count,Date,Level,VIP
10005,Store2,1,10/3/2017,6,0
30009,Store2,7,10/3/2017,6,1
30007,Store2,9,10/3/2017,7,1
30007,Store2,1,10/3/2017,8,0
10008,Store2,26,10/3/2017,8,1
10005,Store2,31,10/3/2017,9,1
10005,Store2,6,10/3/2017,10,1
10006,Store2,51,10/3/2017,11,1
30002,Store1,6,10/3/2017,2,0
30007,Store1,10,10/3/2017,7,1
10004,Store1,10,10/3/2017,8,1
20008,Store1,10,10/3/2017,10,1
30009,Store1,11,10/3/2017,11,1
20001,Store2,9,10/3/2017,1,0
20003,Store2,2,10/3/2017,1,1
30001,Store2,166,10/3/2017,2,0
20003,Store2,72,10/3/2017,2,1
30002,Store2,23,10/3/2017,3,0
20006,Store2,76,10/3/2017,3,1
30003,Store2,10,10/3/2017,4,0
30004,Store2,20,10/3/2017,4,1
30002,Store2,3,10/3/2017,5,0
30006,Store2,27,10/3/2017,5,1
30005,Store2,1,10/3/2017,6,0
10008,Store2,21,10/3/2017,6,1
30005,Store2,27,10/3/2017,7,1
10005,Store2,1,10/3/2017,8,0
20009,Store2,5,10/3/2017,8,1
30009,Store2,2,10/3/2017,9,1
10007,Store2,4,10/3/2017,10,1
20006,Store2,20,10/3/2017,11,1
30005,Store1,2,10/3/2017,5,1
20008,Store1,2,10/3/2017,6,1
20007,Store1,10,10/3/2017,7,1
20007,Store1,22,10/3/2017,11,1
20002,Store2,2,10/3/2017,2,0
20007,Store2,6,10/3/2017,2,1
20001,Store2,8,10/3/2017,3,0
30002,Store2,11,10/3/2017,3,1
10003,Store2,3,10/3/2017,4,0
20006,Store2,8,10/3/2017,4,1
30009,Store2,8,10/3/2017,5,1
30004,Store2,2,10/3/2017,6,1
20009,Store2,30,10/3/2017,7,1
10005,Store2,2,10/3/2017,8,1
10006,Store2,2,10/3/2017,9,1
10006,Store2,4,10/3/2017,10,1
10009,Store2,31,10/3/2017,11,1
10005,Store1,2,10/3/2017,4,1
20008,Store1,15,10/3/2017,11,1
20002,Store2,2,10/3/2017,2,0
30004,Store2,2,10/3/2017,2,1
20002,Store2,6,10/3/2017,3,0
20008,Store2,25,10/3/2017,3,1
10004,Store2,4,10/3/2017,4,0
30003,Store2,13,10/3/2017,4,1
30004,Store2,6,10/3/2017,5,1
30006,Store2,1,10/3/2017,6,0
30008,Store2,28,10/3/2017,6,1
30006,Store2,21,10/3/2017,7,1
10004,Store2,7,10/3/2017,8,1
20008,Store2,1,10/3/2017,9,0
20008,Store2,11,10/3/2017,9,1
10009,Store2,52,10/3/2017,11,1
30003,Store1,1,10/3/2017,5,1
10007,Store1,1,10/3/2017,6,1
10004,Store1,10,10/3/2017,8,1
30006,Store1,10,10/3/2017,10,1
10006,Store1,62,10/3/2017,11,1
10001,Store2,2,10/3/2017,2,0
10004,Store2,1,10/3/2017,2,1
20002,Store2,8,10/3/2017,3,0
20009,Store2,18,10/3/2017,3,1
10004,Store2,8,10/3/2017,4,0
10002,Store2,6,10/3/2017,4,1
30002,Store2,4,10/3/2017,5,0
30004,Store2,13,10/3/2017,5,1
30002,Store2,4,10/3/2017,6,0
30003,Store2,30,10/3/2017,6,1
20004,Store2,28,10/3/2017,7,1
10005,Store2,33,10/3/2017,8,1
20007,Store2,6,10/3/2017,9,1
10004,Store2,1,10/3/2017,10,0
10009,Store2,17,10/3/2017,10,1
10008,Store2,4,10/3/2017,11,0
10007,Store2,89,10/3/2017,11,1
30008,Sale1,48,10/3/2017,4,1
10005,Sale1,40,10/3/2017,6,1
30005,Sale1,40,10/3/2017,7,1
30005,Sale1,56,10/3/2017,8,1
20009,Sale1,40,10/3/2017,9,1
30007,Sale1,128,10/3/2017,10,1
10008,Sale1,456,10/3/2017,11,1
30003,Store1,1,10/3/2017,3,1
20009,Store1,2,10/3/2017,5,1
10009,Store1,26,10/3/2017,6,1
30005,Store1,12,10/3/2017,7,1
10006,Store1,20,10/3/2017,8,1
30007,Store1,10,10/3/2017,9,1
10009,Store1,14,10/3/2017,10,1
10006,Store1,195,10/3/2017,11,1
10002,Store2,5,10/3/2017,2,0
20002,Store2,2,10/3/2017,2,1
20001,Store2,18,10/3/2017,3,0
20007,Store2,46,10/3/2017,3,1
10002,Store2,7,10/3/2017,4,0
30006,Store2,26,10/3/2017,4,1
30004,Store2,11,10/3/2017,5,0
10004,Store2,54,10/3/2017,5,1
30003,Store2,2,10/3/2017,6,0
20009,Store2,60,10/3/2017,6,1
30005,Store2,2,10/3/2017,7,0
30006,Store2,35,10/3/2017,7,1
30009,Store2,65,10/3/2017,8,1
10009,Store2,20,10/3/2017,9,1
10005,Store2,14,10/3/2017,10,1
10006,Store2,3,10/3/2017,11,0
20008,Store2,177,10/3/2017,11,1
30008,Sale1,48,10/3/2017,4,1
30003,Sale1,40,10/3/2017,6,1
20007,Sale1,48,10/3/2017,7,1
10005,Sale1,56,10/3/2017,8,1
10009,Sale1,32,10/3/2017,9,1
20009,Sale1,128,10/3/2017,10,1
20009,Sale1,464,10/3/2017,11,1
10003,Store1,3,10/3/2017,5,0
20003,Store1,1,10/3/2017,6,0
30004,Store1,23,10/3/2017,6,1
10006,Store1,10,10/3/2017,7,1
30006,Store1,31,10/3/2017,8,1
30007,Store1,17,10/3/2017,9,1
30007,Store1,30,10/3/2017,10,1
20008,Store1,193,10/3/2017,11,1
20002,Store2,3,10/3/2017,3,0
20005,Store2,7,10/3/2017,3,1
20002,Store2,11,10/3/2017,4,0
30006,Store2,21,10/3/2017,4,1
30002,Store2,8,10/3/2017,5,0
10009,Store2,65,10/3/2017,5,1
30005,Store2,4,10/3/2017,6,0
20005,Store2,42,10/3/2017,6,1
10005,Store2,1,10/3/2017,7,0
10008,Store2,35,10/3/2017,7,1
20009,Store2,71,10/3/2017,8,1
10005,Store2,1,10/3/2017,9,0
10007,Store2,36,10/3/2017,9,1
30009,Store2,9,10/3/2017,10,1
20007,Store2,100,10/3/2017,11,1
20002,Sale2,0,10/3/2017,3,0
30006,Sale2,0,10/3/2017,6,1
20008,Sale2,0,10/3/2017,11,1
20001,Store1,4,10/4/2017,1,0
20002,Store1,5,10/4/2017,2,0
10004,Store1,2,10/4/2017,2,1
30006,Store1,2,10/4/2017,3,1
20003,Store1,10,10/4/2017,6,1
30007,Store1,25,10/4/2017,7,1
10004,Store1,30,10/4/2017,8,1
10009,Store1,1,10/4/2017,10,1
20008,Store1,60,10/4/2017,11,1
20001,Store2,198,10/4/2017,1,0
30001,Store2,29,10/4/2017,1,1
20002,Store2,197,10/4/2017,2,0
20005,Store2,111,10/4/2017,2,1
20002,Store2,13,10/4/2017,3,0
20008,Store2,47,10/4/2017,3,1
10003,Store2,11,10/4/2017,4,0
30008,Store2,57,10/4/2017,4,1
10002,Store2,2,10/4/2017,5,0
30004,Store2,20,10/4/2017,5,1
20005,Store2,31,10/4/2017,6,1
20004,Store2,3,10/4/2017,7,0
30006,Store2,27,10/4/2017,7,1
10009,Store2,72,10/4/2017,8,1
10008,Store2,14,10/4/2017,9,1
20008,Store2,15,10/4/2017,10,1
30009,Store2,106,10/4/2017,11,1
10002,Store1,6,10/4/2017,2,0
20003,Store1,2,10/4/2017,2,1
30001,Store1,1,10/4/2017,3,0
20004,Store1,2,10/4/2017,3,1
30003,Store1,1,10/4/2017,4,0
30008,Store1,10,10/4/2017,6,1
10006,Store1,20,10/4/2017,7,1
20009,Store1,20,10/4/2017,8,1
20008,Store1,10,10/4/2017,11,1
20002,Store2,204,10/4/2017,2,0
10001,Store2,145,10/4/2017,2,1
20001,Store2,20,10/4/2017,3,0
10007,Store2,51,10/4/2017,3,1
20002,Store2,2,10/4/2017,4,0
30005,Store2,47,10/4/2017,4,1
30008,Store2,18,10/4/2017,5,1
20003,Store2,51,10/4/2017,6,1
10006,Store2,37,10/4/2017,7,1
20006,Store2,1,10/4/2017,8,0
30006,Store2,56,10/4/2017,8,1
10008,Store2,1,10/4/2017,9,0
20008,Store2,19,10/4/2017,9,1
10005,Store2,1,10/4/2017,10,1
20006,Store2,67,10/4/2017,11,1
20001,Store1,2,10/4/2017,2,0
10006,Store1,1,10/4/2017,2,1
30002,Store1,1,10/4/2017,3,0
10004,Store1,15,10/4/2017,7,1
30006,Store1,70,10/4/2017,11,1
20001,Store2,6,10/4/2017,1,0
30004,Store2,1,10/4/2017,1,1
20001,Store2,190,10/4/2017,2,0
20002,Store2,98,10/4/2017,2,1
30003,Store2,27,10/4/2017,3,0
20005,Store2,57,10/4/2017,3,1
20003,Store2,12,10/4/2017,4,0
20006,Store2,53,10/4/2017,4,1
10005,Store2,2,10/4/2017,5,0
10003,Store2,12,10/4/2017,5,1
20002,Store2,2,10/4/2017,6,0
10009,Store2,23,10/4/2017,6,1
30007,Store2,19,10/4/2017,7,1
10006,Store2,7,10/4/2017,8,1
30005,Store2,2,10/4/2017,9,0
10007,Store2,10,10/4/2017,9,1
10005,Store2,2,10/4/2017,10,1
10006,Store2,21,10/4/2017,11,1
20009,Store1,25,10/4/2017,7,1
20009,Store1,20,10/4/2017,11,1
20001,Store2,7,10/4/2017,2,0
20005,Store2,4,10/4/2017,2,1
20003,Store2,5,10/4/2017,3,0
20005,Store2,9,10/4/2017,3,1
20004,Store2,4,10/4/2017,4,0
30006,Store2,20,10/4/2017,4,1
10005,Store2,1,10/4/2017,5,0
30007,Store2,6,10/4/2017,5,1
30008,Store2,4,10/4/2017,6,1
30009,Store2,17,10/4/2017,7,1
10005,Store2,21,10/4/2017,8,1
20007,Store2,17,10/4/2017,11,1
30005,Store1,7,10/4/2017,7,1
20003,Store2,1,10/4/2017,2,1
30003,Store2,5,10/4/2017,3,0
20003,Store2,15,10/4/2017,3,1
20003,Store2,2,10/4/2017,4,0
30006,Store2,22,10/4/2017,4,1
30005,Store2,3,10/4/2017,5,1
10008,Store2,2,10/4/2017,6,1
30004,Store2,20,10/4/2017,7,1
10008,Store2,24,10/4/2017,8,1
30006,Store2,6,10/4/2017,10,1
30008,Store2,23,10/4/2017,11,1
30002,Store1,1,10/4/2017,3,1
30002,Store1,2,10/4/2017,5,0
20004,Store1,1,10/4/2017,8,1
20007,Store1,10,10/4/2017,9,1
30008,Store1,60,10/4/2017,11,1
20001,Store2,1,10/4/2017,2,0
20002,Store2,2,10/4/2017,2,1
20002,Store2,3,10/4/2017,3,0
20004,Store2,24,10/4/2017,3,1
10003,Store2,5,10/4/2017,4,0
30003,Store2,20,10/4/2017,4,1
20002,Store2,2,10/4/2017,5,0
10003,Store2,18,10/4/2017,5,1
10002,Store2,3,10/4/2017,6,0
30006,Store2,21,10/4/2017,6,1
30007,Store2,2,10/4/2017,7,0
20007,Store2,10,10/4/2017,7,1
30005,Store2,4,10/4/2017,8,0
10007,Store2,21,10/4/2017,8,1
30006,Store2,9,10/4/2017,9,1
10009,Store2,4,10/4/2017,10,1
30008,Store2,145,10/4/2017,11,1
20006,Sale1,24,10/4/2017,3,1
30004,Sale1,16,10/4/2017,4,1
30004,Sale1,24,10/4/2017,5,1
30005,Sale1,24,10/4/2017,6,1
10007,Sale1,48,10/4/2017,7,1
20004,Sale1,112,10/4/2017,8,1
10005,Sale1,40,10/4/2017,9,1
30006,Sale1,144,10/4/2017,10,1
20007,Sale1,496,10/4/2017,11,1
10001,Store1,1,10/4/2017,1,0
20003,Store1,1,10/4/2017,3,0
30002,Store1,2,10/4/2017,3,1
30007,Store1,17,10/4/2017,5,1
30005,Store1,5,10/4/2017,6,1
20008,Store1,6,10/4/2017,7,1
20004,Store1,30,10/4/2017,8,1
30008,Store1,32,10/4/2017,9,1
10008,Store1,20,10/4/2017,10,1
20009,Store1,339,10/4/2017,11,1
20001,Store2,2,10/4/2017,2,0
30006,Store2,4,10/4/2017,2,1
10002,Store2,14,10/4/2017,3,0
10004,Store2,40,10/4/2017,3,1
20002,Store2,20,10/4/2017,4,0
30005,Store2,32,10/4/2017,4,1
30003,Store2,10,10/4/2017,5,0
30004,Store2,43,10/4/2017,5,1
30004,Store2,2,10/4/2017,6,0
10006,Store2,69,10/4/2017,6,1
30004,Store2,2,10/4/2017,7,0
20007,Store2,21,10/4/2017,7,1
20007,Store2,2,10/4/2017,8,0
30004,Store2,32,10/4/2017,8,1
10005,Store2,43,10/4/2017,9,1
30007,Store2,41,10/4/2017,10,1
20008,Store2,169,10/4/2017,11,1
20006,Sale1,24,10/4/2017,3,1
30007,Sale1,16,10/4/2017,4,1
30007,Sale1,24,10/4/2017,5,1
30006,Sale1,32,10/4/2017,6,1
30004,Sale1,48,10/4/2017,7,1
10007,Sale1,112,10/4/2017,8,1
20009,Sale1,40,10/4/2017,9,1
10005,Sale1,144,10/4/2017,10,1
20008,Sale1,504,10/4/2017,11,1
30007,Store1,11,10/4/2017,4,1
10002,Store1,4,10/4/2017,5,0
30006,Store1,12,10/4/2017,5,1
10006,Store1,4,10/4/2017,6,1
30008,Store1,8,10/4/2017,7,1
30005,Store1,11,10/4/2017,8,1
10007,Store1,41,10/4/2017,9,1
10006,Store1,27,10/4/2017,10,1
10008,Store1,286,10/4/2017,11,1
20001,Store2,2,10/4/2017,3,0
30003,Store2,7,10/4/2017,3,1
10002,Store2,10,10/4/2017,4,0
10002,Store2,23,10/4/2017,4,1
20004,Store2,10,10/4/2017,5,0
30009,Store2,52,10/4/2017,5,1
20005,Store2,3,10/4/2017,6,0
20008,Store2,66,10/4/2017,6,1
30006,Store2,1,10/4/2017,7,0
30005,Store2,35,10/4/2017,7,1
10009,Store2,49,10/4/2017,8,1
10004,Store2,2,10/4/2017,9,0
30006,Store2,15,10/4/2017,9,1
10009,Store2,1,10/4/2017,10,0
10005,Store2,19,10/4/2017,10,1
10004,Store2,2,10/4/2017,11,0
30007,Store2,179,10/4/2017,11,1
10003,Sale2,0,10/4/2017,4,1
10009,Sale2,0,10/4/2017,6,1
20005,Sale2,0,10/4/2017,7,1
20004,Sale2,0,10/4/2017,8,1
20009,Sale2,0,10/4/2017,11,1
20001,Store1,3,10/5/2017,1,0
20002,Store1,4,10/5/2017,2,0
20001,Store1,1,10/5/2017,2,1
20002,Store1,1,10/5/2017,3,1
10009,Store1,10,10/5/2017,7,1
30009,Store1,6,10/5/2017,11,1
30001,Store2,214,10/5/2017,1,0
20001,Store2,41,10/5/2017,1,1
20002,Store2,195,10/5/2017,2,0
10002,Store2,87,10/5/2017,2,1
20002,Store2,17,10/5/2017,3,0
20003,Store2,52,10/5/2017,3,1
30002,Store2,12,10/5/2017,4,0
10005,Store2,41,10/5/2017,4,1
10003,Store2,2,10/5/2017,5,0
30005,Store2,26,10/5/2017,5,1
30003,Store2,18,10/5/2017,6,1
10004,Store2,1,10/5/2017,7,0
30005,Store2,33,10/5/2017,7,1
20007,Store2,2,10/5/2017,8,0
10004,Store2,34,10/5/2017,8,1
10006,Store2,51,10/5/2017,9,1
10005,Store2,9,10/5/2017,10,1
30008,Store2,63,10/5/2017,11,1
20001,Store1,3,10/5/2017,2,0
20001,Store1,2,10/5/2017,2,1
30004,Store1,1,10/5/2017,4,0
30007,Store1,1,10/5/2017,7,0
20008,Store1,10,10/5/2017,7,1
20001,Store2,194,10/5/2017,2,0
10001,Store2,147,10/5/2017,2,1
20002,Store2,27,10/5/2017,3,0
30007,Store2,67,10/5/2017,3,1
20002,Store2,2,10/5/2017,4,0
20007,Store2,12,10/5/2017,4,1
30003,Store2,15,10/5/2017,5,1
30009,Store2,25,10/5/2017,6,1
30005,Store2,17,10/5/2017,7,1
30004,Store2,21,10/5/2017,8,1
20009,Store2,51,10/5/2017,9,1
10006,Store2,2,10/5/2017,10,1
20009,Store2,49,10/5/2017,11,1
30001,Store1,1,10/5/2017,1,0
30004,Store1,10,10/5/2017,1,1
10002,Store1,4,10/5/2017,2,0
20003,Store1,1,10/5/2017,2,1
30003,Store1,1,10/5/2017,3,0
30008,Store1,1,10/5/2017,3,1
30008,Store1,10,10/5/2017,7,1
20009,Store1,10,10/5/2017,8,1
10001,Store2,18,10/5/2017,1,0
20001,Store2,193,10/5/2017,2,0
30003,Store2,130,10/5/2017,2,1
30001,Store2,21,10/5/2017,3,0
20002,Store2,61,10/5/2017,3,1
20004,Store2,8,10/5/2017,4,0
30003,Store2,34,10/5/2017,4,1
30005,Store2,1,10/5/2017,5,0
30004,Store2,20,10/5/2017,5,1
30002,Store2,1,10/5/2017,6,0
30007,Store2,22,10/5/2017,6,1
30009,Store2,20,10/5/2017,7,1
20009,Store2,25,10/5/2017,8,1
10008,Store2,63,10/5/2017,9,1
20005,Store2,6,10/5/2017,10,1
20008,Store2,67,10/5/2017,11,1
20009,Store1,1,10/5/2017,1,1
10006,Store1,2,10/5/2017,8,1
20008,Store1,1,10/5/2017,11,1
30002,Store2,6,10/5/2017,2,0
30003,Store2,6,10/5/2017,2,1
20003,Store2,3,10/5/2017,3,0
10004,Store2,17,10/5/2017,3,1
20002,Store2,5,10/5/2017,4,0
10004,Store2,17,10/5/2017,4,1
30002,Store2,1,10/5/2017,5,0
30009,Store2,8,10/5/2017,5,1
20006,Store2,2,10/5/2017,6,1
30003,Store2,1,10/5/2017,7,0
10007,Store2,12,10/5/2017,7,1
20006,Store2,13,10/5/2017,8,1
30007,Store2,6,10/5/2017,9,1
10008,Store2,5,10/5/2017,10,1
20008,Store2,43,10/5/2017,11,1
30002,Store1,10,10/5/2017,1,1
20007,Store1,2,10/5/2017,9,1
20007,Store1,10,10/5/2017,11,1
20001,Store2,1,10/5/2017,2,0
10001,Store2,4,10/5/2017,3,0
20003,Store2,13,10/5/2017,3,1
30002,Store2,6,10/5/2017,4,0
30004,Store2,30,10/5/2017,4,1
20009,Store2,10,10/5/2017,5,1
30004,Store2,11,10/5/2017,6,1
10008,Store2,32,10/5/2017,7,1
30006,Store2,3,10/5/2017,8,0
10009,Store2,3,10/5/2017,8,1
30008,Store2,15,10/5/2017,9,1
30005,Store2,1,10/5/2017,10,0
10007,Store2,7,10/5/2017,10,1
20008,Store2,83,10/5/2017,11,1
20002,Store1,11,10/5/2017,1,1
30003,Store1,10,10/5/2017,3,1
10005,Store1,10,10/5/2017,7,1
30007,Store1,1,10/5/2017,9,1
20007,Store1,20,10/5/2017,11,1
20001,Store2,1,10/5/2017,2,0
20006,Store2,1,10/5/2017,2,1
20001,Store2,6,10/5/2017,3,0
20003,Store2,24,10/5/2017,3,1
20002,Store2,7,10/5/2017,4,0
30002,Store2,31,10/5/2017,4,1
30005,Store2,1,10/5/2017,5,0
30007,Store2,25,10/5/2017,5,1
20005,Store2,3,10/5/2017,6,0
20004,Store2,30,10/5/2017,6,1
30009,Store2,10,10/5/2017,7,1
10003,Store2,1,10/5/2017,8,0
10009,Store2,26,10/5/2017,8,1
10006,Store2,10,10/5/2017,9,1
30008,Store2,14,10/5/2017,10,1
20008,Store2,72,10/5/2017,11,1
20002,Sale1,376,10/5/2017,3,1
30004,Sale1,216,10/5/2017,4,1
30007,Sale1,320,10/5/2017,5,1
30006,Sale1,328,10/5/2017,6,1
10004,Sale1,448,10/5/2017,7,1
20004,Sale1,384,10/5/2017,8,1
20008,Sale1,328,10/5/2017,9,1
20008,Sale1,296,10/5/2017,10,1
30009,Sale1,952,10/5/2017,11,1
10001,Store1,10,10/5/2017,1,1
10002,Store1,1,10/5/2017,2,0
20005,Store1,1,10/5/2017,3,1
10007,Store1,2,10/5/2017,4,1
20006,Store1,5,10/5/2017,6,1
30006,Store1,1,10/5/2017,7,1
30005,Store1,12,10/5/2017,8,1
10008,Store1,21,10/5/2017,9,1
10005,Store1,10,10/5/2017,10,1
20008,Store1,172,10/5/2017,11,1
10002,Store2,4,10/5/2017,2,0
30006,Store2,4,10/5/2017,2,1
20003,Store2,24,10/5/2017,3,0
20002,Store2,33,10/5/2017,3,1
10004,Store2,10,10/5/2017,4,0
10004,Store2,57,10/5/2017,4,1
30003,Store2,9,10/5/2017,5,0
30008,Store2,70,10/5/2017,5,1
10006,Store2,1,10/5/2017,6,0
20005,Store2,71,10/5/2017,6,1
20004,Store2,22,10/5/2017,7,1
30005,Store2,39,10/5/2017,8,1
20007,Store2,38,10/5/2017,9,1
20006,Store2,30,10/5/2017,10,1
30005,Store2,1,10/5/2017,11,0
20007,Store2,292,10/5/2017,11,1
20005,Sale2,32,10/5/2017,3,1
10006,Sale2,8,10/5/2017,4,1
30003,Sale2,16,10/5/2017,5,1
30005,Sale2,8,10/5/2017,6,1
10009,Sale2,16,10/5/2017,7,1
10007,Sale2,16,10/5/2017,8,1
10008,Sale2,32,10/5/2017,9,1
20005,Sale2,8,10/5/2017,10,1
20006,Sale2,112,10/5/2017,11,1
30006,Sale1,376,10/5/2017,3,1
10002,Sale1,216,10/5/2017,4,1
10008,Sale1,320,10/5/2017,5,1
20008,Sale1,328,10/5/2017,6,1
30008,Sale1,448,10/5/2017,7,1
10005,Sale1,384,10/5/2017,8,1
30009,Sale1,328,10/5/2017,9,1
10005,Sale1,296,10/5/2017,10,1
10007,Sale1,952,10/5/2017,11,1
30005,Store1,10,10/5/2017,1,1
20001,Store1,1,10/5/2017,2,0
20003,Store1,1,10/5/2017,4,0
30007,Store1,3,10/5/2017,4,1
30008,Store1,14,10/5/2017,6,1
10004,Store1,1,10/5/2017,7,1
10009,Store1,22,10/5/2017,8,1
30007,Store1,1,10/5/2017,9,0
10005,Store1,20,10/5/2017,9,1
10005,Store1,30,10/5/2017,10,1
20008,Store1,201,10/5/2017,11,1
30002,Store2,1,10/5/2017,3,0
20005,Store2,5,10/5/2017,3,1
10002,Store2,8,10/5/2017,4,0
30004,Store2,42,10/5/2017,4,1
20004,Store2,6,10/5/2017,5,0
30003,Store2,71,10/5/2017,5,1
30003,Store2,4,10/5/2017,6,0
30008,Store2,54,10/5/2017,6,1
10007,Store2,1,10/5/2017,7,0
30008,Store2,20,10/5/2017,7,1
30008,Store2,40,10/5/2017,8,1
30006,Store2,1,10/5/2017,9,0
20007,Store2,67,10/5/2017,9,1
10007,Store2,42,10/5/2017,10,1
20009,Store2,192,10/5/2017,11,1
10005,Sale2,32,10/5/2017,3,1
10003,Sale2,8,10/5/2017,4,1
30007,Sale2,16,10/5/2017,5,1
30003,Sale2,8,10/5/2017,6,1
30009,Sale2,16,10/5/2017,7,1
30006,Sale2,16,10/5/2017,8,1
10005,Sale2,32,10/5/2017,9,1
20006,Sale2,8,10/5/2017,10,1
20008,Sale2,112,10/5/2017,11,1
30006,Sale2,0,10/5/2017,4,1
20004,Sale2,0,10/5/2017,7,1
30006,Sale2,0,10/5/2017,8,1
20009,Sale2,0,10/5/2017,9,1
20001,Store1,2,10/6/2017,1,0
20006,Store1,1,10/6/2017,1,1
20001,Store1,2,10/6/2017,2,0
30001,Store1,1,10/6/2017,3,0
30004,Store1,10,10/6/2017,3,1
30007,Store1,2,10/6/2017,5,1
30007,Store1,10,10/6/2017,7,1
30005,Store1,1,10/6/2017,8,1
20005,Store1,2,10/6/2017,9,1
20005,Store1,10,10/6/2017,10,1
30006,Store1,44,10/6/2017,11,1
20001,Store2,211,10/6/2017,1,0
20002,Store2,34,10/6/2017,1,1
20001,Store2,163,10/6/2017,2,0
10002,Store2,85,10/6/2017,2,1
20003,Store2,19,10/6/2017,3,0
20005,Store2,51,10/6/2017,3,1
20002,Store2,10,10/6/2017,4,0
30005,Store2,31,10/6/2017,4,1
10005,Store2,3,10/6/2017,5,0
30008,Store2,15,10/6/2017,5,1
30003,Store2,3,10/6/2017,6,0
30007,Store2,33,10/6/2017,6,1
30006,Store2,1,10/6/2017,7,0
30007,Store2,37,10/6/2017,7,1
10008,Store2,37,10/6/2017,8,1
30008,Store2,28,10/6/2017,9,1
20006,Store2,8,10/6/2017,10,1
20008,Store2,119,10/6/2017,11,1
20001,Store1,3,10/6/2017,2,0
20004,Store1,12,10/6/2017,2,1
20007,Store1,1,10/6/2017,3,1
10004,Store1,1,10/6/2017,4,0
10006,Store1,10,10/6/2017,10,1
30008,Store1,24,10/6/2017,11,1
30001,Store2,170,10/6/2017,2,0
30003,Store2,149,10/6/2017,2,1
20003,Store2,29,10/6/2017,3,0
30003,Store2,108,10/6/2017,3,1
20002,Store2,7,10/6/2017,4,0
30008,Store2,43,10/6/2017,4,1
20005,Store2,2,10/6/2017,5,0
30003,Store2,23,10/6/2017,5,1
30003,Store2,1,10/6/2017,6,0
30008,Store2,26,10/6/2017,6,1
10009,Store2,16,10/6/2017,7,1
30005,Store2,26,10/6/2017,8,1
10005,Store2,28,10/6/2017,9,1
20005,Store2,20,10/6/2017,10,1
30009,Store2,84,10/6/2017,11,1
30001,Store1,2,10/6/2017,1,0
10001,Store1,3,10/6/2017,2,0
30002,Store1,1,10/6/2017,3,0
20003,Store1,13,10/6/2017,3,1
30002,Store1,10,10/6/2017,4,1
20003,Store1,1,10/6/2017,5,0
10005,Store1,10,10/6/2017,6,1
20009,Store1,1,10/6/2017,8,1
20008,Store1,70,10/6/2017,11,1
20001,Store2,12,10/6/2017,1,0
20002,Store2,1,10/6/2017,1,1
20002,Store2,222,10/6/2017,2,0
30003,Store2,102,10/6/2017,2,1
30003,Store2,32,10/6/2017,3,0
20005,Store2,91,10/6/2017,3,1
20004,Store2,14,10/6/2017,4,0
30007,Store2,61,10/6/2017,4,1
30004,Store2,1,10/6/2017,5,0
30005,Store2,24,10/6/2017,5,1
30003,Store2,29,10/6/2017,6,1
20007,Store2,31,10/6/2017,7,1
20009,Store2,22,10/6/2017,8,1
10005,Store2,23,10/6/2017,9,1
10005,Store2,6,10/6/2017,10,1
20006,Store2,47,10/6/2017,11,1
30003,Store1,1,10/6/2017,3,0
30004,Store1,1,10/6/2017,6,1
10008,Store1,1,10/6/2017,9,1
30009,Store1,10,10/6/2017,10,1
30007,Store1,24,10/6/2017,11,1
30002,Store2,3,10/6/2017,2,0
10001,Store2,4,10/6/2017,2,1
30001,Store2,5,10/6/2017,3,0
20003,Store2,13,10/6/2017,3,1
20004,Store2,4,10/6/2017,4,0
30003,Store2,18,10/6/2017,4,1
30005,Store2,9,10/6/2017,5,1
20006,Store2,2,10/6/2017,6,1
10005,Store2,22,10/6/2017,7,1
20006,Store2,17,10/6/2017,8,1
10007,Store2,12,10/6/2017,9,1
20006,Store2,4,10/6/2017,10,1
30006,Store2,62,10/6/2017,11,1
10006,Store1,10,10/6/2017,8,1
10009,Store1,10,10/6/2017,10,1
20008,Store1,70,10/6/2017,11,1
20002,Store2,1,10/6/2017,2,1
30003,Store2,5,10/6/2017,3,0
30004,Store2,11,10/6/2017,3,1
20003,Store2,6,10/6/2017,4,0
10005,Store2,29,10/6/2017,4,1
10004,Store2,3,10/6/2017,5,0
10006,Store2,13,10/6/2017,5,1
10009,Store2,3,10/6/2017,6,1
30007,Store2,1,10/6/2017,7,0
20006,Store2,10,10/6/2017,7,1
10009,Store2,14,10/6/2017,8,1
10009,Store2,40,10/6/2017,9,1
30009,Store2,4,10/6/2017,10,1
20009,Store2,31,10/6/2017,11,1
20003,Store1,2,10/6/2017,4,1
10002,Store1,2,10/6/2017,5,0
10005,Store1,10,10/6/2017,7,1
20006,Store1,3,10/6/2017,9,1
10001,Store2,2,10/6/2017,2,0
10003,Store2,4,10/6/2017,2,1
20003,Store2,10,10/6/2017,3,0
20007,Store2,28,10/6/2017,3,1
30002,Store2,3,10/6/2017,4,0
20003,Store2,25,10/6/2017,4,1
30005,Store2,2,10/6/2017,5,0
20003,Store2,13,10/6/2017,5,1
30004,Store2,1,10/6/2017,6,0
20008,Store2,36,10/6/2017,6,1
10007,Store2,1,10/6/2017,7,0
20007,Store2,26,10/6/2017,7,1
10004,Store2,16,10/6/2017,8,1
20007,Store2,1,10/6/2017,9,0
10006,Store2,15,10/6/2017,9,1
10006,Store2,13,10/6/2017,10,1
20007,Store2,141,10/6/2017,11,1
20002,Sale1,528,10/6/2017,3,1
